編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPSNMLLJPHLFFAI48DC,車店段車店小段,.00,非都市： ; 非都市編定：
RPXNMLMJPHLFFAI98CC,埤子頭段,44.00,都市：住
RPXNMLLKPHLFFAI09DC,太平段,18.49,都市：住
RPOOMLLKPHLFFAI28DC,太平段,14.48,都市：住
