編號,車位類別,車位價格,車位面積平方公尺
RPUNMLOKPHLFFBM66CA,坡道平面,0,24.43
RPPNMLLKQHLFFBM58CA,坡道平面,0,
RPRNMLPKPHLFFBM09CA,坡道平面,0,37.15
RPTNMLSKPHLFFCM07CA,一樓平面,0,
RPTNMLSKPHLFFCM07CA,一樓平面,0,
RPXNMLLJQHLFFCM76CA,升降機械,0,
RPQNMLQLPHLFFBM56CA,坡道機械,0,
RPPNMLNJQHLFFAM58CA,坡道機械,100000,12.66
