鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
伸港鄉,土地,伸港段301~330地號,127.0,農,,,1050701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,3500,28,,0.0,0,承租伸港鄉中興路二段與新港路口面向北方之牆面，作銷售廣告看板用,RPPNMLOJPHLFFBN09DC
彰化市,房地(土地+建物),彰化縣彰化巿建和街94巷1~30號,88.0,住,,,1050707,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0651214,85.8,3,1,2,有,無,無,10000,117,,0.0,0,,RPUNMLPKPHLFFAN96CC
