鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
汐止區,房地(土地+建物)+車位,新北市汐止區新臺五路一段91~120號,0.0,工,,,1050627,土地1建物1車位1,十五層,35,辦公商業大樓,工業用,見其他登記事項,1031013,318.38,0,0,0,無,有,無,68357,215,坡道平面,37.09,0,,RPUOMLMKPHLFFDF88CC
汐止區,車位,新北市汐止區新北市汐止區湖前街110巷97弄1至1~30號,0.86,,山坡地保育區,丙種建築用地,1050701,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2500,,坡道平面,36.95,2500,,RPOPMLMKPHLFFDF38CC
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段189巷31~60號,10.96,住,,,1050629,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020223,69.33,2,1,1,有,有,有,10542,153,坡道機械,13.59,0,,RPXNMLMKPHLFFEF56CC
淡水區,房地(土地+建物),新北市淡水區水源街二段92巷1~30號,41.5,住,,,1050621,土地1建物1車位0,一層,8,店面(店鋪),見其他登記事項,鋼筋混凝土造,0981125,176.60000000000002,0,0,0,無,有,有,35330,200,,0.0,0,,RPQOMLMKPHLFFEF58CC
八里區,房地(土地+建物),新北市八里區博物館路61~90號,565.56,工,,,1050705,土地1建物1車位0,見其他登記事項,3,工廠,工業用,鋼筋混凝土造,0920403,813.04,0,0,0,無,無,無,140000,,,0.0,0,,RPXOMLMKPHLFFEF66CC
淡水區,房地(土地+建物),新北市淡水區淡金路38巷31~60號,4.92,住,,,1050612,土地1建物1車位0,二十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,46.81,1,1,1,有,有,有,12500,267,,0.0,0,,RPQPMLMKPHLFFEF68CC
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路二段1~30號,36.0,住,,,1050621,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960430,231.18,4,2,3,有,有,有,38000,164,坡道平面,36.15,0,,RPRPMLMKPHLFFEF78CC
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段181~210號,21.56,住,,,1050624,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040316,149.97000000000003,2,2,1,有,有,無,16000,107,坡道平面,30.11,0,,RPSPMLMKPHLFFEF88CC
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段306巷9弄1~30號,24.95,住,,,1050624,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010806,177.19,3,2,2,有,有,無,26000,147,坡道平面,28.17,0,,RPUPMLMKPHLFFEF09CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段331~360號,23.16,住,,,1050701,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040819,136.16,3,2,2,有,無,有,15000,110,坡道平面,29.61,0,,RPWPMLMKPHLFFEF66CC
淡水區,房地(土地+建物),新北市淡水區民權路1~30號,5.78,工,,,1050703,土地1建物1車位0,十七層,24,廠辦,見其他登記事項,鋼筋混凝土造,0971223,55.1,1,1,1,有,有,有,17000,309,,0.0,0,,RPXPMLMKPHLFFEF76CC
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段361~390號,28.95,住,,,1050705,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040819,157.14,3,2,2,有,有,有,19000,121,坡道平面,27.65,0,,RPOQMLMKPHLFFEF58CC
淡水區,房地(土地+建物),新北市淡水區英專路65巷1~30號,4.97,住,,,1050706,土地2建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961026,36.54,1,1,1,有,有,有,10000,274,,0.0,0,,RPPQMLMKPHLFFEF68CC
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段31~60號,40.54,商,,,1050701,土地1建物1車位1,十九層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010712,344.24,3,2,2,有,有,有,60910,177,坡道平面,38.35,0,,RPSQMLMKPHLFFBF68CC
林口區,房地(土地+建物)+車位,新北市林口區中華一路61~90號,31.88,商,,,1050701,土地1建物1車位1,四層,29,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1030513,342.12,3,2,2,有,有,有,75090,219,坡道平面,21.84,0,,RPTQMLMKPHLFFBF78CC
新莊區,房地(土地+建物),新北市新莊區新泰路225巷43弄1~30號,24.83,住,,,1050619,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650918,68.62,3,2,1,有,無,無,12000,175,,0.0,0,,RPROMLNKPHLFFBF48CC
汐止區,房地(土地+建物),新北市汐止區莊敬街29巷9弄1~30號,0.0,住,,,1050712,土地1建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981208,41.6,1,0,1,有,有,有,11000,264,,0.0,0,,RPSNMLNKPHLFFDF68CC
三重區,建物,新北市三重區重新路五段609巷1~30號,0.0,工,,,1050617,土地0建物1車位0,二層,10,辦公商業大樓,工商用,鋼筋混凝土造,0810521,260.45,0,0,0,無,有,有,48500,186,,0.0,0,,RPQOMLNKPHLFFGF88CC
三重區,建物,新北市三重區光復路一段61巷1~30號,0.0,工,,,1050623,土地0建物1車位0,十四層,15,辦公商業大樓,見其他登記事項,見其他登記事項,1020812,853.74,0,0,0,無,無,有,206608,242,,0.0,0,,RPXOMLNKPHLFFGF96CC
汐止區,房地(土地+建物),新北市汐止區福德一路91~120號,1894.41,住,,,1050701,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960130,47.84,1,0,1,有,無,有,15500,324,,0.0,0,,RPTNMLNKPHLFFDF88DC
淡水區,建物,新北市淡水區濱海路一段306巷60弄31~60號,0.0,,,,1050712,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021021,250.11,3,2,3,有,有,有,28000,112,,0.0,0,,RPSPMLNKPHLFFEF09DC
中和區,房地(土地+建物),新北市中和區中正路839巷1~30號,10.0,住,,,1050618,土地2建物1車位0,一層,22,店面(店鋪),見其他登記事項,鋼筋混凝土造,0880915,112.88,0,0,0,無,無,無,35000,310,,0.0,0,,RPTOMLNKPHLFFHF86EC
三峽區,房地(土地+建物)+車位,新北市三峽區大德路211~240號,106.14,住,,,1050706,土地1建物1車位1,一層,7,店面(店鋪),見其他登記事項,鋼筋混凝土造,0940603,350.28,0,0,0,無,有,有,72500,207,坡道平面,37.79,0,此物件租1至2樓,RPXNMLNKPHLFFIF07CC
板橋區,建物,新北市板橋區新北市板橋區三民路一段181~210號,0.0,商,,,1050325,土地0建物1車位4,十一層,14,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0941109,1442.58,0,0,0,無,有,無,379651,263,坡道平面,0.0,0,(1)此次申報為更正原C1FA10504150024之案件(2)租金未稅(3)本案為部分租賃，實際租賃面積436.38坪(4)1050515-1050930為裝潢寬限期(5)租金起算期間自1051001-1100930止(6)逾二年每年依3%比率調整租金,RPVNMLNKPHLFFAF68CC
板橋區,建物,新北市板橋區中正路275巷1~30號,0.0,住,,,1050704,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691218,88.92,3,2,2,有,無,有,13000,146,,0.0,0,,RPSNMLOKPHLFFAF48CC
土城區,房地(土地+建物),新北市土城區明峰街1~30號,3.55,住,,,1050707,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850522,31.75,1,0,1,有,有,有,8500,268,,0.0,0,,RPTNMLOKPHLFFAF58CC
板橋區,建物,新北市板橋區南雅東路1~30號,0.0,住,,,1050628,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960809,54.2,1,1,1,有,有,有,20000,369,,0.0,0,,RPPOMLOKPHLFFAF28CC
板橋區,建物,新北市板橋區東門街1~30號,0.0,商,,,1050627,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770722,115.82,3,2,2,有,有,無,25000,216,,0.0,0,,RPROMLOKPHLFFAF48CC
樹林區,房地(土地+建物),新北市樹林區佳園路二段31~60號,445.91,,一般農業區,丁種建築用地,1050714,土地2建物1車位0,見其他登記事項,4,工廠,見其他登記事項,鋼筋混凝土造,1030121,1116.6599999999999,0,0,0,無,無,無,210000,,,0.0,0,105年9月起租至108年8月31日租金每月21萬/108年9月1日至110年8月31日租金每月21.5萬,RPTOMLOKPHLFFIF86CC
永和區,房地(土地+建物)+車位,新北市永和區成功路二段211~240號,9.56,住,,,1050620,土地1建物1車位2,二層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950629,187.26,4,2,2,有,有,無,35544,201,坡道平面,40.3,6000,,RPSNMLOKPHLFFHF56CC
永和區,建物,新北市永和區永和路一段91~120號,0.0,商,,,1050625,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901116,136.0,3,2,2,有,有,無,25000,184,,0.0,0,,RPOOMLOKPHLFFHF88CC
中和區,建物,新北市中和區大智街42巷1~30號,0.0,住,,,1050704,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680719,88.2,3,2,1,有,無,無,14000,159,,0.0,0,,RPROMLOKPHLFFHF56CC
中和區,建物,新北市中和區保健路7巷1~30號,0.0,住,,,1050628,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0600521,100.19,3,2,2,有,無,無,19000,190,,0.0,0,,RPSOMLOKPHLFFHF66CC
中和區,建物,新北市中和區景平路481~510號,0.0,其他,,,1050615,土地0建物1車位0,十四層,19,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0970501,42.69,1,1,1,有,有,有,12500,293,,0.0,0,,RPTOMLOKPHLFFHF76CC
永和區,建物,新北市永和區竹林路121~150號,0.0,住,,,1050630,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0670815,72.32000000000001,2,2,1,有,有,無,25750,356,,0.0,0,,RPVOMLOKPHLFFHF96CC
中和區,房地(土地+建物)+車位,新北市中和區宜安路168巷1~30號,20.2,住,,,1050618,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1021231,164.7,3,2,2,有,有,無,32000,194,升降機械,21.29,0,,RPQPMLOKPHLFFHF56CC
永和區,建物,新北市永和區保生路22巷1~30號,0.0,住,,,1050624,土地0建物1車位0,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890105,125.85,2,2,1,有,有,無,25000,199,,0.0,0,,RPSPMLOKPHLFFHF76CC
中和區,建物,新北市中和區景平路391~420號,0.0,住,,,1050705,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960321,77.51,2,2,1,有,有,無,24000,310,,0.0,0,,RPTPMLOKPHLFFHF86CC
中和區,建物,新北市中和區民享街61~90號,0.0,住,,,1050630,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700107,79.64,2,1,1,有,無,無,15300,192,,0.0,0,,RPVPMLOKPHLFFHF07CC
中和區,建物,新北市中和區捷運路1~30號,0.0,其他,,,1050630,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1000415,51.82,0,1,1,有,有,無,10000,193,,0.0,0,,RPWPMLOKPHLFFHF17CC
中和區,房地(土地+建物)+車位,新北市中和區景新街34巷2弄1~30號,18.49,住,,,1050616,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1021223,128.13,3,2,1,有,有,無,30000,234,升降機械,19.3,0,,RPXPMLOKPHLFFHF27CC
中和區,房地(土地+建物)+車位,新北市中和區中正路151~180號,10.19,住,,,1050627,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,116.7,3,2,2,有,有,無,26000,223,升降機械,18.53,0,,RPOQMLOKPHLFFHF09CC
三峽區,房地(土地+建物),新北市三峽區復興路121~150號,51.56,住,,,1050531,土地3建物1車位0,見其他登記事項,4,店面(店鋪),住家用,鋼筋混凝土造,,158.0,0,0,0,無,無,無,40000,253,,0.0,0,承租為1.2樓有內梯,RPQOMLOKPHLFFIF76EC
三重區,建物,新北市三重區集美街126巷1~30號,0.0,住,,,1050625,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731101,137.84,4,2,2,有,無,無,15000,109,,0.0,0,,RPQOMLOKPHLFFGF98CC
板橋區,房地(土地+建物),新北市板橋區文化路一段241~270號,7.79,住,,,1050615,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住商用,加強磚造,,89.83,0,0,0,無,無,無,80000,891,,0.0,0,,RPVNMLOKPHLFFAF88DC
汐止區,房地(土地+建物),新北市汐止區民族二街30巷1~30號,195.12,住,,,1050712,土地2建物1車位0,全,2,透天厝,住家用,加強磚造,0661022,216.72,4,3,3,有,無,無,28000,129,,0.0,0,,RPSNMLOKPHLFFDF78CC
汐止區,房地(土地+建物),新北市汐止區大同路二段184巷1~30號,0.0,住,,,1050713,土地2建物1車位0,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870903,92.5,2,2,1,有,有,有,18500,200,,0.0,0,,RPOOMLOKPHLFFDF48CC
新莊區,建物,新北市新莊區思源路370巷1~30號,0.0,住,,,1050627,土地0建物1車位1,十四層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030418,207.97,5,2,3,有,有,無,34000,163,坡道平面,36.34,0,,RPWNMLOKPHLFFBF98CC
五股區,房地(土地+建物),新北市五股區五權三路1~30號,2401.97,,工業區,丁種建築用地,1050624,土地1建物1車位0,見其他登記事項,2,工廠,見其他登記事項,鋼造,0811216,603.68,0,0,0,無,無,無,299250,,,0.0,0,含增建或未登記建物。含管理費、稅金或水電等費用。,RPSOMLOKPHLFFBF68CC
泰山區,建物,新北市泰山區新北大道七段105巷1~30號,0.0,,,,1050705,土地0建物2車位0,一層,1,工廠,見其他登記事項,鋼造,0820812,641.72,0,0,0,無,無,無,215000,,,0.0,0,未含10%個人租賃稅含增建或未登記建物。,RPUOMLOKPHLFFBF88CC
林口區,房地(土地+建物)+車位,新北市林口區忠孝一路31~60號,10.09,住,,,1050714,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980923,100.22,1,1,1,有,無,有,13000,130,坡道平面,27.44,0,,RPOOMLPKPHLFFBF38CC
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道三段61~90號,24.11,商,,,1050630,土地1建物1車位1,六層,24,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030826,225.17000000000002,2,2,2,有,有,有,35000,155,坡道平面,39.61,0,,RPQOMLPKPHLFFBF58CC
汐止區,房地(土地+建物),新北市汐止區新臺五路一段151~180號,0.0,商,,,1050714,土地1建物1車位0,十七層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890523,128.59,3,2,2,有,有,有,23000,179,,0.0,0,,RPQNMLPKPHLFFDF68CC
淡水區,建物,新北市淡水區新民街19巷61~90號,0.0,,,,1050530,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891027,33.64,1,0,1,有,有,有,7500,223,,0.0,0,,RPSPMLPKPHLFFEF76EC
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段226巷1~30號,19.96,住,,,1050513,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970130,105.74000000000001,3,2,2,有,有,有,18000,170,坡道平面,7.64,0,,RPTPMLPKPHLFFEF86EC
三峽區,房地(土地+建物),新北市三峽區民族街5巷31~60號,61.35,住,,,1050630,土地2建物1車位0,一層,2,店面(店鋪),住家用,加強磚造,0610105,78.17,0,0,0,無,無,有,16000,205,,0.0,0,,RPUNMLPKPHLFFIF96CC
樹林區,建物,新北市樹林區武林街1~30號,0.0,工,,,1050627,土地0建物2車位0,見其他登記事項,1,工廠,見其他登記事項,鋼造,,809.39,0,0,0,無,無,無,294000,,,0.0,0,含增建或未登記建物。含管理費、稅金或水電等費用。,RPTPMLPKPHLFFIF07CC
板橋區,建物,新北市板橋區光環路二段1~30號,0.0,住,,,1050629,土地0建物1車位1,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021226,164.57999999999998,4,2,2,有,有,無,31000,188,坡道平面,23.36,0,,RPROMLPKPHLFFAF58CC
土城區,房地(土地+建物),新北市土城區中央路二段241~270號,102.0,商,,,1050701,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,加強磚造,,158.0,0,0,0,無,無,有,78000,494,,0.0,0,,RPVOMLPKPHLFFAF98CC
板橋區,房地(土地+建物),新北市板橋區漢生東路241~270號,4.51,其他,,,1050617,土地1建物1車位0,十九層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,69.59,2,2,1,有,有,有,26000,374,,0.0,0,租金含管理費。,RPOPMLPKPHLFFAF38CC
