編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPQNMLLJPHLFFBQ09CC,嘉朴段,6.54,都市：商
RPRNMLLJPHLFFDQ76CC,嘉保段,30.53,都市：住
RPOOMLOKPHLFFDQ96CC,頂港子墘段,16.16,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPOOMLOKPHLFFDQ96CC,頂港子墘段,75.00,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPOMLOKPHLFFDQ07CC,祥和段,68.04,都市：住
