編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLLJPHLFFBK58CC,36,126.11,住家用,加強磚造,69年2月12日,二層,
RPPNMLTJPHLFFCK66CC,,149.74,住商用,鋼筋混凝土造,,三層,
