編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPSNMLLJPHLFFAI48DC,2,19.65,見其他登記事項,見其他登記事項,103年1月13日,四層,
RPXNMLMJPHLFFAI98CC,34,50.60,住家用,鋼筋混凝土造,70年12月28日,二層,
RPXNMLLKPHLFFAI09DC,18,147.53,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPOOMLLKPHLFFAI28DC,18,119.94,住家用,鋼筋混凝土造,87年3月19日,二十二層,
