編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLPKPHLFFAN96CC,40,85.80,住家用,鋼筋混凝土加強磚造,65年12月14日,二層,
