鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
屏東巿,房地(土地+建物),屏東縣屏東巿建國路211~240號,83.0,住,,,1050629,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0780121,214.6,3,3,4,有,無,無,21000,98,,0.0,0,,RPQNMLNJPHLFFAT86CC
屏東巿,土地,頂柳段631~660地號,5682.31,,一般農業區,農牧用地,1050712,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,12,,0.0,0,,RPPOMLPKPHLFFAT17CC
