鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
七堵區,房地(土地+建物),基隆市七堵區百五街64巷1~30號,38.8,住,,,1050605,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土加強磚造,0671202,91.89,2,2,1,有,無,有,8000,87,,0.0,0,,RPSOMLLJPHLFFCC08CC
安樂區,房地(土地+建物),基隆市安樂區基金一路208巷121~150號,26.76,住,,,1050705,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840811,96.62,2,2,2,有,有,無,6000,62,,0.0,0,,RPVNMLQJPHLFFCC78CC
中山區,建物,基隆市中山區復興路331~360號,51.95,住,,,1050605,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0831007,231.39,0,0,0,無,無,無,28000,121,,0.0,0,,RPTNMLOKPHLFFCC58DC
