編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPNMLLKPHLFFAZ17DA,塘岐段,130.95,都市：住
RPPNMLLKPHLFFAZ17DA,塘岐段,60.49,都市：住
RPPNMLPKPHLFFAZ57DA,塘岐段,233.27,都市：住
RPPNMLQLPHLFFAZ67CA,橋仔段,278.81,都市：住
RPPNMLQLPHLFFAZ67CA,橋仔段,29.73,都市：住
